id,title,key
214,【AF】安装PDLAN客户端提示虚拟网卡未加载之安全软件拦截,网卡	加载	虚拟	客户端	安装	安全软件	拦截	提示	现已	环境
215,【AC】win10准入程序安装不成功提示2503、2502报错,程序安装	准入	报错	成功	提示	环路	玩转	环回口	环境	环境变量
216,【AD】HTTPS网站评级无法达到A+,达到	评级	权威机构	评测	网站	头部	响应	无法	发布	服务
217,【aDesk】桌面云windows虚拟机打开网页报错out of memory,桌面	架构	打开	报错	平台	业务	网页	反馈	部分	浏览器
218,【AC】外置数据中心查询不到日志,查询	外置	数据中心	不到	最新	生成	同步	现成	环境模拟	环境设备
219,【adesk】手写板投影异常,手写板	投影	外设	识别	异常	无法	现已	环境	环境变量	环境模拟
220,【SCP】SCP云管平台无法管理多个超融合集群处理,集群	独立	授权	平台	版本	融合	原有	统一	最新	管控
221,【adesk】盒子打电话的时候声音噪音很大,打电话	很大	声音	盒子	噪音	听到	接到	对方	软件	环路
222,【adesk】极域教师端监控学生端，点击监控，窗口一直转圈圈,监控	学生	转圈圈	教师	极域	一直	点击	现场	玩转	环回口
223,【aDesk】虚拟机只能运行在主控上面，无法指定其他主机为运行位置,运行	位置	只能	指定	无法	c盘	现已	环境	环境变量	环境模拟
224,【aDesk】win10中运行东软his软件查询数据时卡慢,软件	运行	读取数据	时会	时卡	操作	情况	查询	数据	出现
225,【aDesk】545 更新模板之后出现蓝屏,模板	更新	出现	现象	升级	现成	环境变量	环境模拟	环境设备	环路
226,【aDesk】win10系统缩放时导致软件内字体显示不全,缩放	软件	系统	字体	显示	情况	进行	出现	导致	配置
227,【aDesk】远程应用配置使用登录VDI的用户名和密码接入提示用户校验错误,校验	用户名	远程	接入	密码	应用	错误	使用	登录	配置
228,【AC】内网部分终端上网异常，直通日志提示“防火墙规则丢包”,防火墙	直通	规则	部分	上网	掉线	过滤	终端	情况	拒绝
229,【SSL】登录VPN后访问不了外网-ldap用户未区分大小写导致,区分	访问	登录	用户	故障	域名	导致	提示	c盘	环境
230,【AF】第三方VPN连接频繁重连之juniper设置monitor参数错误,重连	频繁	参数	运行	状态	设置	对接	错误	连接	发现
231,【HCI】【每日一记11】+第1天+超融合一体机异常关机处理,融合	授权	拔出	一体机	关机	处理	离线	平台	异常	提示
232,【HCI】安装Windows Server 2012失败,所需	安装	文件	确保	错误代码	可用	失败	打开	客户	无法
233,【aDesk】虚拟机输出声音异常,声音	播放	输出	远程	反馈	异常	正常	登录	用户	现放通
234,【AC】AC12.0.40升级AC13.0.7报错,准入	升级	终端	策略	序列号	检查	功能	接入	收费	定义
235,【adesk】飞天ePass3003型号KEY导入内置CA证书，登录提示：证书不合法,证书	飞天	型号	合法	内置	导入	登录	提示	c盘	环境变量
236,【aDesk】单IP无法ping通网关,网关	无法	网段	环境	地址	客户	正常	现已	环境变量	环境模拟
237,【SSL】awork登录提示MDM移动设备注册失败,注册	移动	登录	失败	设备	提示	玩转	环回口	环境	环境变量
238,【SSL】客户端登陆VPN连接状态显示“未连接”且虚拟IP不到,连接	登陆	状态	虚拟	不到	客户端	显示	现场	环回口	环境
239,【aDesk】虚拟机开机提示“虚拟机暂时无法开机，虚拟机配置的内存超过序列号限制”,开机	内存	超过	序列号	限制	暂时	无法	配置	提示	环境设备
240,【aDesk】极域学生机连不上教师机,学生	教师	极域	机都	连不上	连接	无法	现场	画面	环回口
241,【aDesk】盒子4个USB口不能正常使用，需要取消勾选USB设备管理，才能识别外设,外设	取消	盒子	识别	勾选	管理	需要	使用	设备	只能
242,【aDesk】盒子登录提示“您所在的用户组已达到最大在线用户限制”,最大	达到	用户组	盒子	限制	数目	足够	用户	表示	登录
243,【AC】测试审计钉钉聊天内容步骤分享,聊天	内容	审计	分享	步骤	不到	测试	客户端	c盘	现成
244,【aDesk】桌面云所有虚拟机域用户登录提示信任关系失败,更新	病毒库	时域	上班	办公	信任	影响	关系	方法	模板
245,【AF】长连接设置导致内核告警,内核	告警信息	处理	故障	告警	设置	需要	连接	导致	设备
246,【aDesk】系统登录后黑屏，需要重新运行下explorer才能正常显示桌面,显示桌面	运行	重新	系统	资源管理	需要	会弹	报错	停止	正常
247,【HCI】centos8虚拟机安装性能优化工具报错tar: command not found,性能	优化	安装	工具	部分	报错	反馈	客户	无法	现成
248,【AC】用户显示logoff注销用户--配置在线终端限制策略导致,注销	用户	显示	脚本	配置	终端	限制	密码	安装	策略
249,【aCloud】Linux虚拟机挂载EDS上创建的nfs共享目录,挂载	目录	创建	共享	需要	c盘	现成	环境变量	环境模拟	环境设备
250,【aDesk】用户接入远程应用active无法安装，弹出窗口阻止,阻止	远程	用户	安装	应用	创建	无法	发布	自动	接入
251,【aDesk】开启了运行使用U盘，但是单个虚拟机无法使用U盘,u盘	使用	运行	开启	无法	策略	现场	玩转	环回口	环境
252,【aDesk】域用户登录时提示没有此工作站信任关系的计算机账户,账户	工作站	信任	关系	计算机	脱域	登录	并未	使用	用户
253,【aCloud】延伸集群添加仲裁主机时报错：主机硬盘配置不符合要求,仲裁	模板	创建	时报	方式	部署	换用	符合要求	社区	延伸
254,【SSL】手机端登录EC，提示网络连接失败,网络连接	手机	失败	提示	接入	登录	无法	c盘	现已	环境变量
255,【AC】AC接入EDR失败提示：自动密码协商失败，请稍后重试！,稍后	协商	重试	失败	自动	接入	密码	提示	环境变量	环境模拟
256,【aDesk】VDC上配置USB例外名单提示参数不符合要求,例外	符合要求	名单	参数	保存	默认	配置	提示	策略	版本升级
257,【SSL】设备组建集群各自为分发器,分发	组建	集群	设备	c盘	环路	玩转	环回口	环境	环境变量
258,【AF】AD域用户上线的用户名为unknow之电脑防火墙拦截,名为	用户	上线	电脑	拦截	同步	防火墙	内网	服务器	认证
259,【AC】全网行为802.1X认证后没有上线,全网	行为	上线	认证	管理	电脑	用户	现象	环境设备	玩转
260,【aDesk】虚拟机开机显示系统修复选项,修复	选项	开机	系统	界面显示	界面	显示	现场	环回口	环境
261,【AC】在【组/用户】导入带有免认证的绑定关系不成功,带有	关系	绑定	导入	改为	用户	认证	选项	限制	看到
262,【AF】外置数据中心无法新增同步账号之未获取管理员权限,新增	账号	同步	外置	数据中心	保存	无法	管理员	权限	获取
263,【aDesk】win7安装PC一体化后物理机的WIN+L无法锁定屏幕,一体化	物理	安装	屏幕	锁定	无法	使用	现场	环回口	环境
264,【aDesk】云盘策略修改后虚拟机无法获取到云盘策略,云盘	策略	修改	获取	无法	c盘	现已	环回口	环境	环境变量
265,【aDesk】WSUS服务器的计算机中不显示客户端主机,计算机	客户端	显示	服务器	现成	环境	环境变量	环境模拟	环境设备	环路
266,【SSL】EC客户端大面积出现端开自动重连,大面积	自动	出现	客户端	重连	断开	网络拓扑	核心	现象	出口
267,【SSL】手机浏览器登录报错，管理员启用了硬件特征码绑定，无法通过浏览器登录,浏览器	特征	硬件	登录	绑定	管理员	手机	启用	报错	无法
268,【AC】短信认证不成功-收到数据是乱码,短信	不符	认证	乱码	收不到	验证码	模板	收到	内容	发送
269,【aDesk】新派生虚拟机首次开机桌面图标出现延迟,桌面图标	派生	延迟	开机	存在	出现	显示	c盘	现场	环境
270,【AC】分支终端过sangfor VPN无法远程桌面到总部的电脑,分支	总部	远程桌面	网络	设备	无法	终端	电脑	测试	c盘
271,【IPSEC】PDLAN运行异常，控制台提示读取配置信息（LanService.vpn）发生错误,读取	发生	错误	运行	信息	控制台	程序	配置	提示	异常
272,【AC】企业微信认证部分终端不成功--相关域名被拦截导致,企业	微信	认证	部分	弹出	二维码	相关	拦截	终端	上线
273,【SSL】获取不到虚拟ip-虚拟网卡状态代码为56,虚拟	网卡	获取	不到	黄色	网络适配器	感叹号	代码	查看	状态
274,【AF】AFping测试WAN口网关地址，时不时丢包,时不时	测试	网关	地址	线路	正常	现已	环境	环境变量	环境模拟
275,【AC】重定向拒绝页面被杀毒软件识别为攻击,杀毒软件	攻击	重定向	识别	拒绝	赛门铁克	页面	终端	现场	环回口
276,【AC】FTP上传文件失败,文件	上传	端口映射	规则	下载	路由	模式	服务器	访问	失败
277,【AC】安装了准入插件还是会弹准入页面,准入	插件	页面	安装	c盘	现成	环境	环境变量	环境模拟	环境设备
278,安全管理员登录MIG控制台提示“证书校验失败”,校验	管理员	证书	控制台	单台	登录	失败	提示	电脑	使用
279,【AD】发布虚拟服务，服务器有host限制导致访问异常,访问	发布	服务	虚拟	返回	服务器	正常	方式	限制	域名
280,【AD】旁路部署七层虚拟服务通过AD发布IP无法访问,无法访问	服务	虚拟	部署	发布	接口	c盘	环境	环境变量	环境模拟
281,【aDesk】vdi插U盘外设导航条usb设备管理显示管理员禁用,导航条	u盘	禁用	管理员	管理	外设	显示	设备	接入	版本
282,【AC】升级提示Activation time is less than 2014-07-01   Device is not supportted to up,升级	提示	现已	环回口	环境	环境变量	环境模拟	环境设备	环路	现场
283,【AF】SANGFOR VPN对接不上之VPN传输模式不支持，对端版本过低,不上	对接	传输	系统故障	对端	支持	所示	分支	模式	版本
284,【AC】12.0.42链路负载不生效,链路	负载	微博	数据	生效	指定	版本	访问	配置	现需
285,【AF】安装了防篡改2.0后Linux服务器tar解压异常,解压	篡改	了防	服务器上安装	文件	安装	异常	服务器	无法	现需
286,【HCI】邮件告警配置案例,邮件	告警	案例	典型	配置	支持	发送	现场	环回口	环境
287,【HCI】  编辑iscsi服务器 ，点击认证没反应，提示更新存储配置失败：存储访问异常，请确认存储环境,存储配置	反应	确认	编辑	更新	点击	环境	异常	服务器	认证
288,【AC】自定义应用在上网权限策略里搜索不到应用名,自定义	应用	权限	搜索	上网	策略	不到	定义	引用	对象
289,【AF】内置数据中心没有应用控制允许日志之磁盘大小低于32G,应用	控制策略	低于	控制	记录	内置	允许	匹配	磁盘	反馈
290,【AF】SSL VPN 的webagent无法登录提示ip文件中没有有效的ip地址之DNS解析不成功,有效	文件	登录	解析	无法	发布	提示	资源	打开	地址
291,【AC】MAC电脑IOS10.13安装SSL内容识别证书失败,内容	证书	识别	安装	失败	电脑	c盘	环境	环境变量	环境模拟
292,【AC】导入用户失败-由于管理员权限不够，没有用户/组被导入,导入	管理员	不够	用户	权限	管理权限	批量	范围	用户组	编辑
293,【Adesk】windows虚拟机激活后桌面右下角还是提示未激活,激活	桌面	提示	玩游戏	玩转	环回口	环境	环境变量	环境模拟	环境设备
294,【AC】打开HTTPS网页认证界面无法正常弹出，HTTP网页认证界面正常弹出,网页	界面	认证	正常	打开	无法	班级	现场	环回口	环境
295,【SSL】7.6.7R1升级7.6.8VPN版本提示“主题公告内容中存在html标签，请先删除相关内容，再升级”,升级	内容	主题	标签	公告	相关	删除	存在	提示	版本
296,【AC】BA统计用户流量排名不显示用户名-BA开启【开启仅统计组流量】功能导致,排名	流量	统计	用户名	开启	组名	用户	看不到	查询	外置
297,【AC】DNS代理不成功,代理	成功	重定向	解析	网页	设置	测试	内网	打开	服务器
298,【aDesk】连接acenter提示执行命令失败,执行命令	连接	重试	失败	提示	现场	环回口	环境	环境变量	环境模拟
299,【aDesk】5.4.0R版本中使用3D的Win7虚拟机与Pads2.5软件兼容性问题,软件	使用	版本	安装	兼容性问题	兼容性	物理	报错	正常	无法
300,【AC】HTTP单点登陆无法注销用户-注销数据包没发给AC,注销	登陆	单点	发给	数据包	无法	用户	成功	现成	环境变量
301,【aDesk】桌面云鼠标在使用过程中按键没有反应,鼠标	反应	过程	按键	消息	使用	移动	相关	桌面	环回口
302,【SSL】通过SSLVPN访问不到LINUX服务器的远程桌面,远程桌面	服务器	不到	访问	路由器	网络拓扑	单臂	截图	公网	连接
303,【AC】第三方IPSECVPN对接不成功-本端拨号环境,对接	成功	一段时间	断开	拨号	反馈	环境	客户	c盘	现场
